"","uniqueID","island","site","transect","topcolor","bowlcolor","insectorder","numinsects","date traps out","date traps coll"
"21","GuamAnaoL1","Guam","Anao","L1","y","w","Blattodea",0,2018-01-12,2018-01-15
"22","GuamAnaoL1","Guam","Anao","L1","y","w","Araneae",0,2018-01-12,2018-01-15
"23","GuamAnaoL1","Guam","Anao","L1","y","w","Isoptera",0,2018-01-12,2018-01-15
"24","GuamAnaoL1","Guam","Anao","L1","y","w","Partial",0,2018-01-12,2018-01-15
"25","GuamAnaoL1","Guam","Anao","L1","y","w","Trichoptera",0,2018-01-12,2018-01-15
"26","GuamAnaoL1","Guam","Anao","L1","y","w","other",0,2018-01-12,2018-01-15
"27","GuamAnaoL1","Guam","Anao","L1","y","b","Diptera",0,2018-01-12,2018-01-15
"28","GuamAnaoL1","Guam","Anao","L1","y","b","Hemiptera",0,2018-01-12,2018-01-15
"29","GuamAnaoL1","Guam","Anao","L1","y","b","Coleoptera",0,2018-01-12,2018-01-15
"30","GuamAnaoL1","Guam","Anao","L1","y","b","Formicidae",5,2018-01-12,2018-01-15
"31","GuamAnaoL1","Guam","Anao","L1","y","b","Apoidea",0,2018-01-12,2018-01-15
"32","GuamAnaoL1","Guam","Anao","L1","y","b","Crabronidae",0,2018-01-12,2018-01-15
"33","GuamAnaoL1","Guam","Anao","L1","y","b","Lepidoptera",0,2018-01-12,2018-01-15
"34","GuamAnaoL1","Guam","Anao","L1","y","b","Blattodea",0,2018-01-12,2018-01-15
"35","GuamAnaoL1","Guam","Anao","L1","y","b","Araneae",0,2018-01-12,2018-01-15
"36","GuamAnaoL1","Guam","Anao","L1","y","b","Isoptera",0,2018-01-12,2018-01-15
"37","GuamAnaoL1","Guam","Anao","L1","y","b","Partial",0,2018-01-12,2018-01-15
"38","GuamAnaoL1","Guam","Anao","L1","y","b","Trichoptera",0,2018-01-12,2018-01-15
"39","GuamAnaoL1","Guam","Anao","L1","y","b","other",0,2018-01-12,2018-01-15
"40","GuamAnaoL1","Guam","Anao","L1","y","r","Diptera",0,2018-01-12,2018-01-15
"41","GuamAnaoL1","Guam","Anao","L1","y","r","Hemiptera",0,2018-01-12,2018-01-15
"42","GuamAnaoL1","Guam","Anao","L1","y","r","Coleoptera",1,2018-01-12,2018-01-15
"43","GuamAnaoL1","Guam","Anao","L1","y","r","Formicidae",1,2018-01-12,2018-01-15
"44","GuamAnaoL1","Guam","Anao","L1","y","r","Apoidea",0,2018-01-12,2018-01-15
"45","GuamAnaoL1","Guam","Anao","L1","y","r","Crabronidae",0,2018-01-12,2018-01-15
"46","GuamAnaoL1","Guam","Anao","L1","y","r","Lepidoptera",0,2018-01-12,2018-01-15
"47","GuamAnaoL1","Guam","Anao","L1","y","r","Blattodea",0,2018-01-12,2018-01-15
"48","GuamAnaoL1","Guam","Anao","L1","y","r","Araneae",0,2018-01-12,2018-01-15
"49","GuamAnaoL1","Guam","Anao","L1","y","r","Isoptera",0,2018-01-12,2018-01-15
"50","GuamAnaoL1","Guam","Anao","L1","y","r","Partial",0,2018-01-12,2018-01-15
"51","GuamAnaoL1","Guam","Anao","L1","y","r","Trichoptera",0,2018-01-12,2018-01-15
"52","GuamAnaoL1","Guam","Anao","L1","y","r","other",0,2018-01-12,2018-01-15
"53","GuamAnaoL1","Guam","Anao","L1","w","b","Diptera",0,2018-01-12,2018-01-15
"54","GuamAnaoL1","Guam","Anao","L1","w","b","Hemiptera",0,2018-01-12,2018-01-15
"55","GuamAnaoL1","Guam","Anao","L1","w","b","Coleoptera",0,2018-01-12,2018-01-15
"56","GuamAnaoL1","Guam","Anao","L1","w","b","Formicidae",0,2018-01-12,2018-01-15
"57","GuamAnaoL1","Guam","Anao","L1","w","b","Apoidea",0,2018-01-12,2018-01-15
"58","GuamAnaoL1","Guam","Anao","L1","w","b","Crabronidae",0,2018-01-12,2018-01-15
"59","GuamAnaoL1","Guam","Anao","L1","w","b","Lepidoptera",0,2018-01-12,2018-01-15
"60","GuamAnaoL1","Guam","Anao","L1","w","b","Blattodea",0,2018-01-12,2018-01-15
"61","GuamAnaoL1","Guam","Anao","L1","w","b","Araneae",0,2018-01-12,2018-01-15
"62","GuamAnaoL1","Guam","Anao","L1","w","b","Isoptera",0,2018-01-12,2018-01-15
"63","GuamAnaoL1","Guam","Anao","L1","w","b","Partial",0,2018-01-12,2018-01-15
"64","GuamAnaoL1","Guam","Anao","L1","w","b","Trichoptera",0,2018-01-12,2018-01-15
"65","GuamAnaoL1","Guam","Anao","L1","w","b","other",0,2018-01-12,2018-01-15
"66","GuamAnaoL1","Guam","Anao","L1","r","b","Diptera",4,2018-01-12,2018-01-15
"67","GuamAnaoL1","Guam","Anao","L1","r","b","Hemiptera",0,2018-01-12,2018-01-15
"68","GuamAnaoL1","Guam","Anao","L1","r","b","Coleoptera",0,2018-01-12,2018-01-15
"69","GuamAnaoL1","Guam","Anao","L1","r","b","Formicidae",5,2018-01-12,2018-01-15
"70","GuamAnaoL1","Guam","Anao","L1","r","b","Apoidea",0,2018-01-12,2018-01-15
"71","GuamAnaoL1","Guam","Anao","L1","r","b","Crabronidae",1,2018-01-12,2018-01-15
"72","GuamAnaoL1","Guam","Anao","L1","r","b","Lepidoptera",2,2018-01-12,2018-01-15
"73","GuamAnaoL1","Guam","Anao","L1","r","b","Blattodea",0,2018-01-12,2018-01-15
"74","GuamAnaoL1","Guam","Anao","L1","r","b","Araneae",0,2018-01-12,2018-01-15
"75","GuamAnaoL1","Guam","Anao","L1","r","b","Isoptera",0,2018-01-12,2018-01-15
"76","GuamAnaoL1","Guam","Anao","L1","r","b","Partial",0,2018-01-12,2018-01-15
"77","GuamAnaoL1","Guam","Anao","L1","r","b","Trichoptera",0,2018-01-12,2018-01-15
"78","GuamAnaoL1","Guam","Anao","L1","r","b","other",0,2018-01-12,2018-01-15
"79","GuamAnaoL1","Guam","Anao","L1","w","y","Diptera",0,2018-01-12,2018-01-15
"80","GuamAnaoL1","Guam","Anao","L1","w","y","Hemiptera",0,2018-01-12,2018-01-15
"81","GuamAnaoL1","Guam","Anao","L1","w","y","Coleoptera",0,2018-01-12,2018-01-15
"82","GuamAnaoL1","Guam","Anao","L1","w","y","Formicidae",1,2018-01-12,2018-01-15
"83","GuamAnaoL1","Guam","Anao","L1","w","y","Apoidea",0,2018-01-12,2018-01-15
"84","GuamAnaoL1","Guam","Anao","L1","w","y","Crabronidae",3,2018-01-12,2018-01-15
"85","GuamAnaoL1","Guam","Anao","L1","w","y","Lepidoptera",0,2018-01-12,2018-01-15
"86","GuamAnaoL1","Guam","Anao","L1","w","y","Blattodea",0,2018-01-12,2018-01-15
"87","GuamAnaoL1","Guam","Anao","L1","w","y","Araneae",0,2018-01-12,2018-01-15
"88","GuamAnaoL1","Guam","Anao","L1","w","y","Isoptera",0,2018-01-12,2018-01-15
"89","GuamAnaoL1","Guam","Anao","L1","w","y","Partial",0,2018-01-12,2018-01-15
"90","GuamAnaoL1","Guam","Anao","L1","w","y","Trichoptera",0,2018-01-12,2018-01-15
"91","GuamAnaoL1","Guam","Anao","L1","w","y","other",0,2018-01-12,2018-01-15
"92","GuamAnaoL1","Guam","Anao","L1","r","w","Diptera",1,2018-01-12,2018-01-15
"93","GuamAnaoL1","Guam","Anao","L1","r","w","Hemiptera",0,2018-01-12,2018-01-15
"94","GuamAnaoL1","Guam","Anao","L1","r","w","Coleoptera",0,2018-01-12,2018-01-15
"95","GuamAnaoL1","Guam","Anao","L1","r","w","Formicidae",4,2018-01-12,2018-01-15
"96","GuamAnaoL1","Guam","Anao","L1","r","w","Apoidea",0,2018-01-12,2018-01-15
"97","GuamAnaoL1","Guam","Anao","L1","r","w","Crabronidae",0,2018-01-12,2018-01-15
"98","GuamAnaoL1","Guam","Anao","L1","r","w","Lepidoptera",0,2018-01-12,2018-01-15
"99","GuamAnaoL1","Guam","Anao","L1","r","w","Blattodea",0,2018-01-12,2018-01-15
"100","GuamAnaoL1","Guam","Anao","L1","r","w","Araneae",0,2018-01-12,2018-01-15
"101","GuamAnaoL1","Guam","Anao","L1","r","w","Isoptera",0,2018-01-12,2018-01-15
"102","GuamAnaoL1","Guam","Anao","L1","r","w","Partial",0,2018-01-12,2018-01-15
"103","GuamAnaoL1","Guam","Anao","L1","r","w","Trichoptera",0,2018-01-12,2018-01-15
"104","GuamAnaoL1","Guam","Anao","L1","r","w","other",0,2018-01-12,2018-01-15
"105","GuamAnaoL1","Guam","Anao","L1","b","b","Diptera",0,2018-01-12,2018-01-15
"106","GuamAnaoL1","Guam","Anao","L1","b","b","Hemiptera",0,2018-01-12,2018-01-15
"107","GuamAnaoL1","Guam","Anao","L1","b","b","Coleoptera",1,2018-01-12,2018-01-15
"108","GuamAnaoL1","Guam","Anao","L1","b","b","Formicidae",1,2018-01-12,2018-01-15
"109","GuamAnaoL1","Guam","Anao","L1","b","b","Apoidea",0,2018-01-12,2018-01-15
"110","GuamAnaoL1","Guam","Anao","L1","b","b","Crabronidae",0,2018-01-12,2018-01-15
"111","GuamAnaoL1","Guam","Anao","L1","b","b","Lepidoptera",0,2018-01-12,2018-01-15
"112","GuamAnaoL1","Guam","Anao","L1","b","b","Blattodea",0,2018-01-12,2018-01-15
"113","GuamAnaoL1","Guam","Anao","L1","b","b","Araneae",0,2018-01-12,2018-01-15
"114","GuamAnaoL1","Guam","Anao","L1","b","b","Isoptera",0,2018-01-12,2018-01-15
"115","GuamAnaoL1","Guam","Anao","L1","b","b","Partial",0,2018-01-12,2018-01-15
"116","GuamAnaoL1","Guam","Anao","L1","b","b","Trichoptera",0,2018-01-12,2018-01-15
"117","GuamAnaoL1","Guam","Anao","L1","b","b","other",0,2018-01-12,2018-01-15
"118","GuamAnaoL1","Guam","Anao","L1","b","r","Diptera",1,2018-01-12,2018-01-15
"119","GuamAnaoL1","Guam","Anao","L1","b","r","Hemiptera",0,2018-01-12,2018-01-15
"120","GuamAnaoL1","Guam","Anao","L1","b","r","Coleoptera",1,2018-01-12,2018-01-15
"121","GuamAnaoL1","Guam","Anao","L1","b","r","Formicidae",1,2018-01-12,2018-01-15
"122","GuamAnaoL1","Guam","Anao","L1","b","r","Apoidea",0,2018-01-12,2018-01-15
"123","GuamAnaoL1","Guam","Anao","L1","b","r","Crabronidae",0,2018-01-12,2018-01-15
"124","GuamAnaoL1","Guam","Anao","L1","b","r","Lepidoptera",0,2018-01-12,2018-01-15
"125","GuamAnaoL1","Guam","Anao","L1","b","r","Blattodea",0,2018-01-12,2018-01-15
"126","GuamAnaoL1","Guam","Anao","L1","b","r","Araneae",0,2018-01-12,2018-01-15
"127","GuamAnaoL1","Guam","Anao","L1","b","r","Isoptera",1,2018-01-12,2018-01-15
"128","GuamAnaoL1","Guam","Anao","L1","b","r","Partial",0,2018-01-12,2018-01-15
"129","GuamAnaoL1","Guam","Anao","L1","b","r","Trichoptera",0,2018-01-12,2018-01-15
"130","GuamAnaoL1","Guam","Anao","L1","b","r","other",0,2018-01-12,2018-01-15
"131","GuamAnaoL1","Guam","Anao","L1","b","w","Diptera",0,2018-01-12,2018-01-15
"132","GuamAnaoL1","Guam","Anao","L1","b","w","Hemiptera",0,2018-01-12,2018-01-15
"133","GuamAnaoL1","Guam","Anao","L1","b","w","Coleoptera",0,2018-01-12,2018-01-15
"134","GuamAnaoL1","Guam","Anao","L1","b","w","Formicidae",0,2018-01-12,2018-01-15
"135","GuamAnaoL1","Guam","Anao","L1","b","w","Apoidea",0,2018-01-12,2018-01-15
"136","GuamAnaoL1","Guam","Anao","L1","b","w","Crabronidae",0,2018-01-12,2018-01-15
"137","GuamAnaoL1","Guam","Anao","L1","b","w","Lepidoptera",0,2018-01-12,2018-01-15
"138","GuamAnaoL1","Guam","Anao","L1","b","w","Blattodea",0,2018-01-12,2018-01-15
"139","GuamAnaoL1","Guam","Anao","L1","b","w","Araneae",0,2018-01-12,2018-01-15
"140","GuamAnaoL1","Guam","Anao","L1","b","w","Isoptera",0,2018-01-12,2018-01-15
"141","GuamAnaoL1","Guam","Anao","L1","b","w","Partial",0,2018-01-12,2018-01-15
"142","GuamAnaoL1","Guam","Anao","L1","b","w","Trichoptera",0,2018-01-12,2018-01-15
"143","GuamAnaoL1","Guam","Anao","L1","b","w","other",0,2018-01-12,2018-01-15
"144","GuamAnaoL1","Guam","Anao","L1","y","y","Diptera",0,2018-01-12,2018-01-15
"145","GuamAnaoL1","Guam","Anao","L1","y","y","Hemiptera",0,2018-01-12,2018-01-15
"146","GuamAnaoL1","Guam","Anao","L1","y","y","Coleoptera",1,2018-01-12,2018-01-15
"147","GuamAnaoL1","Guam","Anao","L1","y","y","Formicidae",1,2018-01-12,2018-01-15
"148","GuamAnaoL1","Guam","Anao","L1","y","y","Apoidea",0,2018-01-12,2018-01-15
"149","GuamAnaoL1","Guam","Anao","L1","y","y","Crabronidae",0,2018-01-12,2018-01-15
"150","GuamAnaoL1","Guam","Anao","L1","y","y","Lepidoptera",0,2018-01-12,2018-01-15
"151","GuamAnaoL1","Guam","Anao","L1","y","y","Blattodea",0,2018-01-12,2018-01-15
"152","GuamAnaoL1","Guam","Anao","L1","y","y","Araneae",0,2018-01-12,2018-01-15
"153","GuamAnaoL1","Guam","Anao","L1","y","y","Isoptera",0,2018-01-12,2018-01-15
"154","GuamAnaoL1","Guam","Anao","L1","y","y","Partial",0,2018-01-12,2018-01-15
"155","GuamAnaoL1","Guam","Anao","L1","y","y","Trichoptera",0,2018-01-12,2018-01-15
"156","GuamAnaoL1","Guam","Anao","L1","y","y","other",0,2018-01-12,2018-01-15
"157","GuamAnaoL1","Guam","Anao","L1","w","w","Diptera",1,2018-01-12,2018-01-15
"158","GuamAnaoL1","Guam","Anao","L1","w","w","Hemiptera",0,2018-01-12,2018-01-15
"159","GuamAnaoL1","Guam","Anao","L1","w","w","Coleoptera",0,2018-01-12,2018-01-15
"160","GuamAnaoL1","Guam","Anao","L1","w","w","Formicidae",2,2018-01-12,2018-01-15
"161","GuamAnaoL1","Guam","Anao","L1","w","w","Apoidea",2,2018-01-12,2018-01-15
"162","GuamAnaoL1","Guam","Anao","L1","w","w","Crabronidae",0,2018-01-12,2018-01-15
"163","GuamAnaoL1","Guam","Anao","L1","w","w","Lepidoptera",1,2018-01-12,2018-01-15
"164","GuamAnaoL1","Guam","Anao","L1","w","w","Blattodea",0,2018-01-12,2018-01-15
"165","GuamAnaoL1","Guam","Anao","L1","w","w","Araneae",0,2018-01-12,2018-01-15
"166","GuamAnaoL1","Guam","Anao","L1","w","w","Isoptera",0,2018-01-12,2018-01-15
"167","GuamAnaoL1","Guam","Anao","L1","w","w","Partial",0,2018-01-12,2018-01-15
"168","GuamAnaoL1","Guam","Anao","L1","w","w","Trichoptera",0,2018-01-12,2018-01-15
"169","GuamAnaoL1","Guam","Anao","L1","w","w","other",0,2018-01-12,2018-01-15
"170","GuamAnaoL1","Guam","Anao","L1","w","r","Diptera",1,2018-01-12,2018-01-15
"171","GuamAnaoL1","Guam","Anao","L1","w","r","Hemiptera",0,2018-01-12,2018-01-15
"172","GuamAnaoL1","Guam","Anao","L1","w","r","Coleoptera",0,2018-01-12,2018-01-15
"173","GuamAnaoL1","Guam","Anao","L1","w","r","Formicidae",1,2018-01-12,2018-01-15
"174","GuamAnaoL1","Guam","Anao","L1","w","r","Apoidea",0,2018-01-12,2018-01-15
"175","GuamAnaoL1","Guam","Anao","L1","w","r","Crabronidae",1,2018-01-12,2018-01-15
"176","GuamAnaoL1","Guam","Anao","L1","w","r","Lepidoptera",0,2018-01-12,2018-01-15
"177","GuamAnaoL1","Guam","Anao","L1","w","r","Blattodea",0,2018-01-12,2018-01-15
"178","GuamAnaoL1","Guam","Anao","L1","w","r","Araneae",0,2018-01-12,2018-01-15
"179","GuamAnaoL1","Guam","Anao","L1","w","r","Isoptera",0,2018-01-12,2018-01-15
"180","GuamAnaoL1","Guam","Anao","L1","w","r","Partial",0,2018-01-12,2018-01-15
"181","GuamAnaoL1","Guam","Anao","L1","w","r","Trichoptera",0,2018-01-12,2018-01-15
"182","GuamAnaoL1","Guam","Anao","L1","w","r","other",0,2018-01-12,2018-01-15
"183","GuamAnaoL1","Guam","Anao","L1","r","r","Diptera",6,2018-01-12,2018-01-15
"184","GuamAnaoL1","Guam","Anao","L1","r","r","Hemiptera",0,2018-01-12,2018-01-15
"185","GuamAnaoL1","Guam","Anao","L1","r","r","Coleoptera",1,2018-01-12,2018-01-15
"186","GuamAnaoL1","Guam","Anao","L1","r","r","Formicidae",1,2018-01-12,2018-01-15
"187","GuamAnaoL1","Guam","Anao","L1","r","r","Apoidea",3,2018-01-12,2018-01-15
"188","GuamAnaoL1","Guam","Anao","L1","r","r","Crabronidae",0,2018-01-12,2018-01-15
"189","GuamAnaoL1","Guam","Anao","L1","r","r","Lepidoptera",2,2018-01-12,2018-01-15
"190","GuamAnaoL1","Guam","Anao","L1","r","r","Blattodea",0,2018-01-12,2018-01-15
"191","GuamAnaoL1","Guam","Anao","L1","r","r","Araneae",1,2018-01-12,2018-01-15
"192","GuamAnaoL1","Guam","Anao","L1","r","r","Isoptera",0,2018-01-12,2018-01-15
"193","GuamAnaoL1","Guam","Anao","L1","r","r","Partial",0,2018-01-12,2018-01-15
"194","GuamAnaoL1","Guam","Anao","L1","r","r","Trichoptera",0,2018-01-12,2018-01-15
"195","GuamAnaoL1","Guam","Anao","L1","r","r","other",0,2018-01-12,2018-01-15
"196","GuamAnaoL1","Guam","Anao","L1","r","y","Diptera",5,2018-01-12,2018-01-15
"197","GuamAnaoL1","Guam","Anao","L1","r","y","Hemiptera",0,2018-01-12,2018-01-15
"198","GuamAnaoL1","Guam","Anao","L1","r","y","Coleoptera",0,2018-01-12,2018-01-15
"199","GuamAnaoL1","Guam","Anao","L1","r","y","Formicidae",5,2018-01-12,2018-01-15
"200","GuamAnaoL1","Guam","Anao","L1","r","y","Apoidea",0,2018-01-12,2018-01-15
"201","GuamAnaoL1","Guam","Anao","L1","r","y","Crabronidae",2,2018-01-12,2018-01-15
"202","GuamAnaoL1","Guam","Anao","L1","r","y","Lepidoptera",1,2018-01-12,2018-01-15
"203","GuamAnaoL1","Guam","Anao","L1","r","y","Blattodea",0,2018-01-12,2018-01-15
"204","GuamAnaoL1","Guam","Anao","L1","r","y","Araneae",0,2018-01-12,2018-01-15
"205","GuamAnaoL1","Guam","Anao","L1","r","y","Isoptera",0,2018-01-12,2018-01-15
"206","GuamAnaoL1","Guam","Anao","L1","r","y","Partial",0,2018-01-12,2018-01-15
"207","GuamAnaoL1","Guam","Anao","L1","r","y","Trichoptera",0,2018-01-12,2018-01-15
"208","GuamAnaoL1","Guam","Anao","L1","r","y","other",0,2018-01-12,2018-01-15
"209","GuamAnaoL2","Guam","Anao","L2","b","y","Diptera",0,2018-01-12,2018-01-15
"210","GuamAnaoL2","Guam","Anao","L2","b","y","Hemiptera",0,2018-01-12,2018-01-15
"211","GuamAnaoL2","Guam","Anao","L2","b","y","Coleoptera",0,2018-01-12,2018-01-15
"212","GuamAnaoL2","Guam","Anao","L2","b","y","Formicidae",1,2018-01-12,2018-01-15
"213","GuamAnaoL2","Guam","Anao","L2","b","y","Apoidea",0,2018-01-12,2018-01-15
"214","GuamAnaoL2","Guam","Anao","L2","b","y","Crabronidae",0,2018-01-12,2018-01-15
"215","GuamAnaoL2","Guam","Anao","L2","b","y","Lepidoptera",0,2018-01-12,2018-01-15
"216","GuamAnaoL2","Guam","Anao","L2","b","y","Blattodea",0,2018-01-12,2018-01-15
"217","GuamAnaoL2","Guam","Anao","L2","b","y","Araneae",1,2018-01-12,2018-01-15
"218","GuamAnaoL2","Guam","Anao","L2","b","y","Isoptera",0,2018-01-12,2018-01-15
"219","GuamAnaoL2","Guam","Anao","L2","b","y","Partial",0,2018-01-12,2018-01-15
"220","GuamAnaoL2","Guam","Anao","L2","b","y","Trichoptera",0,2018-01-12,2018-01-15
"221","GuamAnaoL2","Guam","Anao","L2","b","y","other",0,2018-01-12,2018-01-15
"222","GuamAnaoL2","Guam","Anao","L2","b","b","Diptera",0,2018-01-12,2018-01-15
"223","GuamAnaoL2","Guam","Anao","L2","b","b","Hemiptera",0,2018-01-12,2018-01-15
"224","GuamAnaoL2","Guam","Anao","L2","b","b","Coleoptera",0,2018-01-12,2018-01-15
"225","GuamAnaoL2","Guam","Anao","L2","b","b","Formicidae",9,2018-01-12,2018-01-15
"226","GuamAnaoL2","Guam","Anao","L2","b","b","Apoidea",0,2018-01-12,2018-01-15
"227","GuamAnaoL2","Guam","Anao","L2","b","b","Crabronidae",1,2018-01-12,2018-01-15
"228","GuamAnaoL2","Guam","Anao","L2","b","b","Lepidoptera",0,2018-01-12,2018-01-15
"229","GuamAnaoL2","Guam","Anao","L2","b","b","Blattodea",0,2018-01-12,2018-01-15
"230","GuamAnaoL2","Guam","Anao","L2","b","b","Araneae",0,2018-01-12,2018-01-15
"231","GuamAnaoL2","Guam","Anao","L2","b","b","Isoptera",1,2018-01-12,2018-01-15
"232","GuamAnaoL2","Guam","Anao","L2","b","b","Partial",0,2018-01-12,2018-01-15
"233","GuamAnaoL2","Guam","Anao","L2","b","b","Trichoptera",1,2018-01-12,2018-01-15
"234","GuamAnaoL2","Guam","Anao","L2","b","b","other",0,2018-01-12,2018-01-15
"235","GuamAnaoL2","Guam","Anao","L2","r","b","Diptera",0,2018-01-12,2018-01-15
"236","GuamAnaoL2","Guam","Anao","L2","r","b","Hemiptera",0,2018-01-12,2018-01-15
"237","GuamAnaoL2","Guam","Anao","L2","r","b","Coleoptera",0,2018-01-12,2018-01-15
"238","GuamAnaoL2","Guam","Anao","L2","r","b","Formicidae",0,2018-01-12,2018-01-15
"239","GuamAnaoL2","Guam","Anao","L2","r","b","Apoidea",0,2018-01-12,2018-01-15
"240","GuamAnaoL2","Guam","Anao","L2","r","b","Crabronidae",0,2018-01-12,2018-01-15
"241","GuamAnaoL2","Guam","Anao","L2","r","b","Lepidoptera",0,2018-01-12,2018-01-15
"242","GuamAnaoL2","Guam","Anao","L2","r","b","Blattodea",0,2018-01-12,2018-01-15
"243","GuamAnaoL2","Guam","Anao","L2","r","b","Araneae",0,2018-01-12,2018-01-15
"244","GuamAnaoL2","Guam","Anao","L2","r","b","Isoptera",0,2018-01-12,2018-01-15
"245","GuamAnaoL2","Guam","Anao","L2","r","b","Partial",0,2018-01-12,2018-01-15
"246","GuamAnaoL2","Guam","Anao","L2","r","b","Trichoptera",0,2018-01-12,2018-01-15
"247","GuamAnaoL2","Guam","Anao","L2","r","b","other",0,2018-01-12,2018-01-15
"248","GuamAnaoL2","Guam","Anao","L2","y","y","Diptera",0,2018-01-12,2018-01-15
"249","GuamAnaoL2","Guam","Anao","L2","y","y","Hemiptera",0,2018-01-12,2018-01-15
"250","GuamAnaoL2","Guam","Anao","L2","y","y","Coleoptera",0,2018-01-12,2018-01-15
"251","GuamAnaoL2","Guam","Anao","L2","y","y","Formicidae",2,2018-01-12,2018-01-15
"252","GuamAnaoL2","Guam","Anao","L2","y","y","Apoidea",0,2018-01-12,2018-01-15
"253","GuamAnaoL2","Guam","Anao","L2","y","y","Crabronidae",0,2018-01-12,2018-01-15
"254","GuamAnaoL2","Guam","Anao","L2","y","y","Lepidoptera",2,2018-01-12,2018-01-15
"255","GuamAnaoL2","Guam","Anao","L2","y","y","Blattodea",0,2018-01-12,2018-01-15
"256","GuamAnaoL2","Guam","Anao","L2","y","y","Araneae",0,2018-01-12,2018-01-15
"257","GuamAnaoL2","Guam","Anao","L2","y","y","Isoptera",0,2018-01-12,2018-01-15
"258","GuamAnaoL2","Guam","Anao","L2","y","y","Partial",0,2018-01-12,2018-01-15
"259","GuamAnaoL2","Guam","Anao","L2","y","y","Trichoptera",0,2018-01-12,2018-01-15
"260","GuamAnaoL2","Guam","Anao","L2","y","y","other",0,2018-01-12,2018-01-15
"261","GuamAnaoL2","Guam","Anao","L2","b","r","Diptera",0,2018-01-12,2018-01-15
"262","GuamAnaoL2","Guam","Anao","L2","b","r","Hemiptera",0,2018-01-12,2018-01-15
"263","GuamAnaoL2","Guam","Anao","L2","b","r","Coleoptera",0,2018-01-12,2018-01-15
"264","GuamAnaoL2","Guam","Anao","L2","b","r","Formicidae",2,2018-01-12,2018-01-15
"265","GuamAnaoL2","Guam","Anao","L2","b","r","Apoidea",0,2018-01-12,2018-01-15
"266","GuamAnaoL2","Guam","Anao","L2","b","r","Crabronidae",0,2018-01-12,2018-01-15
"267","GuamAnaoL2","Guam","Anao","L2","b","r","Lepidoptera",0,2018-01-12,2018-01-15
"268","GuamAnaoL2","Guam","Anao","L2","b","r","Blattodea",0,2018-01-12,2018-01-15
"269","GuamAnaoL2","Guam","Anao","L2","b","r","Araneae",0,2018-01-12,2018-01-15
"270","GuamAnaoL2","Guam","Anao","L2","b","r","Isoptera",0,2018-01-12,2018-01-15
"271","GuamAnaoL2","Guam","Anao","L2","b","r","Partial",0,2018-01-12,2018-01-15
"272","GuamAnaoL2","Guam","Anao","L2","b","r","Trichoptera",0,2018-01-12,2018-01-15
"273","GuamAnaoL2","Guam","Anao","L2","b","r","other",0,2018-01-12,2018-01-15
"274","GuamAnaoL2","Guam","Anao","L2","r","w","Diptera",0,2018-01-12,2018-01-15
"275","GuamAnaoL2","Guam","Anao","L2","r","w","Hemiptera",0,2018-01-12,2018-01-15
"276","GuamAnaoL2","Guam","Anao","L2","r","w","Coleoptera",1,2018-01-12,2018-01-15
"277","GuamAnaoL2","Guam","Anao","L2","r","w","Formicidae",0,2018-01-12,2018-01-15
"278","GuamAnaoL2","Guam","Anao","L2","r","w","Apoidea",0,2018-01-12,2018-01-15
